publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID,x,y
0038XX 23RD AVE S,MP2022135443,3,6/18/2022 12:00:00 AM,1500,6/18/2022 12:00:00 AM,6/18/2022 3:00:00 PM,230,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.23846,44.93321,-10379257.7237761,5611013.23029008,Standish,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12731,-10379257.7238,5611013.2303
0035XX PLEASANT AVE,MP2022135446,5,6/18/2022 12:00:00 AM,1510,6/17/2022 12:00:00 AM,6/18/2022 3:10:00 PM,1,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.28306,44.93861,-10384222.7016121,5611862.19582981,Lyndale,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12732,-10384222.7016,5611862.1958
0020XX ALDRICH AVE S,MP2022135469,5,6/18/2022 12:00:00 AM,1800,6/18/2022 12:00:00 AM,6/18/2022 6:00:00 PM,1800,AUTOTH,AUTOMOBILE THEFT,08 ,6/24/2022 12:00:00 AM,,-93.28928,44.96181,-10384914.6250315,5615510.53804889,Lowry Hill East,7/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12735,-10384914.625,5615510.538
0001XX 26TH AVE SE,MP2022135470,2,6/18/2022 12:00:00 AM,1754,6/17/2022 12:00:00 AM,6/18/2022 5:54:00 PM,1500,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.22116,44.97142,-10377332.0486862,5617022.73824525,Prospect Park - East River Road,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12736,-10377332.0487,5617022.7382
0004XX 5TH ST SE,MP2022135505,2,6/18/2022 12:00:00 AM,1640,6/17/2022 12:00:00 AM,6/18/2022 4:40:00 PM,2300,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.2483,44.98678,-10380352.9245826,5619441.00378723,Marcy Holmes,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12737,-10380352.9246,5619441.0038
0047XX PLEASANT AVE,MP2022135532,5,6/18/2022 12:00:00 AM,1754,6/17/2022 12:00:00 AM,6/18/2022 5:54:00 PM,2200,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.28314,44.91688,-10384231.9748314,5608445.73988295,Tangletown,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12740,-10384231.9748,5608445.7399
0039XX EAST MINNEHAHA PKWY,MP2022135548,3,6/18/2022 12:00:00 AM,1715,6/18/2022 12:00:00 AM,6/18/2022 5:15:00 PM,1630,TFMV,THEFT FROM MOTR VEHC,07 ,6/18/2022 12:00:00 AM,,-93.21567,44.91627,-10376720.9475849,5608348.95115979,Minnehaha,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12742,-10376720.9476,5608348.9512
0027XX 39TH ST W,MP2022135568,5,6/18/2022 12:00:00 AM,1744,6/18/2022 12:00:00 AM,6/18/2022 5:44:00 PM,1744,TFMV,THEFT FROM MOTR VEHC,07 ,6/19/2022 12:00:00 AM,,-93.31474,44.9323,-10387749.17118,5610870.54999973,Linden Hills,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12745,-10387749.1712,5610870.55
0030XX 13TH AVE S,MP2022135609,3,6/18/2022 12:00:00 AM,2017,6/17/2022 12:00:00 AM,6/18/2022 8:17:00 PM,2030,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.25631,44.94746,-10381244.8870021,5613253.53345264,Midtown Phillips,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12748,-10381244.887,5613253.5335
0011XX 4TH ST SE,MP2022135707,2,6/19/2022 12:00:00 AM,933,6/18/2022 12:00:00 AM,6/19/2022 9:33:00 AM,1600,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.23924,44.98188,-10379344.3991822,5618668.5416149,Marcy Holmes,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12750,-10379344.3992,5618668.5416
0032XX MINNEHAHA AVE,MP2022135720,3,6/18/2022 12:00:00 AM,2138,6/18/2022 12:00:00 AM,6/18/2022 9:38:00 PM,1045,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.23108,44.94402,-10378436.4047306,5612712.90301276,Longfellow,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12752,-10378436.4047,5612712.903
0040XX BLOOMINGTON AVE,MP202213583,3,1/20/2022 12:00:00 AM,1754,1/20/2022 12:00:00 AM,1/20/2022 5:54:00 PM,539,AUTOTH,AUTOMOBILE THEFT,08 ,1/21/2022 12:00:00 AM,,-93.25239,44.92959,-10380808.6584918,5610442.92594967,Bancroft,1/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12755,-10380808.6585,5610442.9259
0038XX ZENITH AVE S,MP2022135947,5,6/19/2022 12:00:00 AM,103,6/18/2022 12:00:00 AM,6/19/2022 1:03:00 AM,1930,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.32137,44.93322,-10388487.3657604,5611015.06078119,Linden Hills,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12758,-10388487.3658,5611015.0608
0023XX GARFIELD AVE,MP2022136091,5,6/19/2022 12:00:00 AM,441,6/19/2022 12:00:00 AM,6/19/2022 4:41:00 AM,0,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.28675,44.96001,-10384633.4545449,5615228.84203814,Whittier,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12768,-10384633.4545,5615228.842
0031XX GIRARD AVE S,MP2022136111,5,6/19/2022 12:00:00 AM,534,6/18/2022 12:00:00 AM,6/19/2022 5:34:00 AM,1900,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.29704,44.94566,-10385778.541385,5612970.81314588,South Uptown,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12769,-10385778.5414,5612970.8131
0004XX NICOLLET MALL,MP2022136113,1,6/19/2022 12:00:00 AM,804,6/19/2022 12:00:00 AM,6/19/2022 8:04:00 AM,130,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.2702,44.97928,-10382791.1174519,5618260.58787973,Downtown West,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12770,-10382791.1175,5618260.5879
0015XX NICOLLET AVE,MP2022136131,1,6/19/2022 12:00:00 AM,1355,6/18/2022 12:00:00 AM,6/19/2022 1:55:00 PM,1700,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.27782,44.96747,-10383638.8954282,5616402.52450711,Loring Park,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12772,-10383638.8954,5616402.5245
0018XX UNIVERSITY AVE NE,MP2022136174,2,6/19/2022 12:00:00 AM,907,6/19/2022 12:00:00 AM,6/19/2022 9:07:00 AM,0,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.2631,45.0069,-10382001.0349589,5622608.37528263,Holland,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12773,-10382001.035,5622608.3753
0033XX 2ND AVE S,MP2022136178,3,6/19/2022 12:00:00 AM,927,6/18/2022 12:00:00 AM,6/19/2022 9:27:00 AM,2200,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.27407,44.94226,-10383221.8238421,5612436.03648537,Central,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12774,-10383221.8238,5612436.0365
0001XX 1ST ST S,MP2022136221,1,6/19/2022 12:00:00 AM,1338,6/19/2022 12:00:00 AM,6/19/2022 1:38:00 PM,343,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.26591,44.98346,-10382314.1282932,5618917.99231915,Downtown West,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12778,-10382314.1283,5618917.9923
0027XX ESSEX ST SE,MP2022136238,2,6/19/2022 12:00:00 AM,1200,6/19/2022 12:00:00 AM,6/19/2022 12:00:00 PM,1,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.2194,44.97028,-10377136.2206476,5616843.16464163,Prospect Park - East River Road,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12781,-10377136.2206,5616843.1646
0020XX NICOLLET AVE,MP202213626,5,1/20/2022 12:00:00 AM,1855,1/20/2022 12:00:00 AM,1/20/2022 6:55:00 PM,1728,AUTOTH,AUTOMOBILE THEFT,08 ,1/21/2022 12:00:00 AM,,-93.27782,44.9618,-10383639.2800332,5615509.80209886,Whittier,1/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12782,-10383639.28,5615509.8021
0021XX DUPONT AVE N,MP2022136273,4,6/19/2022 12:00:00 AM,1230,6/18/2022 12:00:00 AM,6/19/2022 12:30:00 PM,200,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.29259,45.00087,-10385283.077023,5621659.12666105,Hawthorne,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12783,-10385283.077,5621659.1267
0024XX MORGAN AVE N,MP2022136278,4,6/19/2022 12:00:00 AM,1250,6/19/2022 12:00:00 AM,6/19/2022 12:50:00 PM,1250,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.30444,45.00468,-10386602.6890487,5622257.65229245,Jordan,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12784,-10386602.689,5622257.6523
0002XX IRVING AVE N,MP2022136283,4,6/19/2022 12:00:00 AM,1427,6/19/2022 12:00:00 AM,6/19/2022 2:27:00 PM,400,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.29944,44.97967,-10386046.55357,5618320.99785212,Harrison,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12785,-10386046.5536,5618320.9979
0009XX 5TH AVE S,MP2022136324,1,6/19/2022 12:00:00 AM,1518,6/18/2022 12:00:00 AM,6/19/2022 3:18:00 PM,1700,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.26748,44.97158,-10382488.3550159,5617049.23004138,Elliot Park,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12788,-10382488.355,5617049.23
0013XX 7TH ST SE,MP2022136378,2,6/19/2022 12:00:00 AM,1728,6/19/2022 12:00:00 AM,6/19/2022 5:28:00 PM,1400,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.23413,44.98371,-10378775.3537884,5618956.86220444,Marcy Holmes,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12794,-10378775.3538,5618956.8622
0025XX 2ND ST N,MP2022136430,4,6/19/2022 12:00:00 AM,1729,6/18/2022 12:00:00 AM,6/19/2022 5:29:00 PM,1,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.28022,45.00479,-10383906.4138205,5622275.20017151,Hawthorne,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12796,-10383906.4138,5622275.2002
0024XX CEDAR SHORE DR,MP2022136436,5,6/19/2022 12:00:00 AM,1808,6/19/2022 12:00:00 AM,6/19/2022 6:08:00 PM,1100,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.3272,44.95791,-10389135.9809538,5614897.23326522,Cedar - Isles - Dean,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12797,-10389135.981,5614897.2333
0015XX 33RD ST W,MP2022136472,5,6/19/2022 12:00:00 AM,1705,6/19/2022 12:00:00 AM,6/19/2022 5:05:00 PM,1315,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.30152,44.94315,-10386277.9700402,5612575.40313468,East Bde Maka Ska,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12799,-10386277.97,5612575.4031
0012XX MOUNT CURVE AVE,MP2022136478,5,6/19/2022 12:00:00 AM,1742,6/19/2022 12:00:00 AM,6/19/2022 5:42:00 PM,1430,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.29534,44.96698,-10385590.2893727,5616325.39307664,Lowry Hill,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12800,-10385590.2894,5616325.3931
0014XX WEST RIVER PKWY,MP2022136490,1,6/19/2022 12:00:00 AM,1721,6/18/2022 12:00:00 AM,6/19/2022 5:21:00 PM,0,TFMV,THEFT FROM MOTR VEHC,07 ,6/24/2022 12:00:00 AM,,-93.24618,44.97774,-10380116.763593,5618017.45202702,Downtown East,6/24/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12801,-10380116.7636,5618017.452
0002XX 24TH ST E,MP2022136513,5,6/19/2022 12:00:00 AM,1751,6/19/2022 12:00:00 AM,6/19/2022 5:51:00 PM,1515,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.27403,44.9592,-10383217.0267893,5615100.82982621,Whittier,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12803,-10383217.0268,5615100.8298
0010XX 5TH ST SE,MP2022136538,2,6/19/2022 12:00:00 AM,1823,6/19/2022 12:00:00 AM,6/19/2022 6:23:00 PM,1823,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.23985,44.98341,-10379412.6825724,5618910.05540265,Marcy Holmes,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12804,-10379412.6826,5618910.0554
0030XX GRAND AVE S,MP2022136547,5,6/19/2022 12:00:00 AM,1936,6/19/2022 12:00:00 AM,6/19/2022 7:36:00 PM,1936,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.2843,44.94748,-10384360.5634751,5613257.17428479,Lyndale,7/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12805,-10384360.5635,5613257.1743
0008XX GERTRUDE BROWN PL,MP2022136622,4,6/19/2022 12:00:00 AM,2215,6/19/2022 12:00:00 AM,6/19/2022 10:15:00 PM,1700,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.29096,44.98536,-10385101.8149262,5619216.892745,Sumner - Glenwood,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12808,-10385101.8149,5619216.8927
0017XX MONROE ST NE,MP2022136626,2,6/19/2022 12:00:00 AM,2022,6/19/2022 12:00:00 AM,6/19/2022 8:22:00 PM,2022,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.25247,45.00553,-10380817.0481567,5622392.1189262,Logan Park,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12809,-10380817.0482,5622392.1189
0011XX 7TH ST N,MP2022136640,4,6/19/2022 12:00:00 AM,2111,6/18/2022 12:00:00 AM,6/19/2022 9:11:00 PM,900,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.29257,44.99059,-10385281.1109427,5620040.56837348,Near - North,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12810,-10385281.1109,5620040.5684
0009XX 14TH AVE NE,MP2022136653,2,6/20/2022 12:00:00 AM,216,6/19/2022 12:00:00 AM,6/20/2022 2:16:00 AM,1700,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.24798,45.00227,-10380317.4236847,5621878.85576946,Logan Park,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12811,-10380317.4237,5621878.8558
0025XX CENTRAL AVE NE,MP2022136660,2,6/19/2022 12:00:00 AM,2105,6/19/2022 12:00:00 AM,6/19/2022 9:05:00 PM,2105,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.24734,45.01407,-10380246.1141705,5623736.14049586,Holland,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12812,-10380246.1142,5623736.1405
0028XX 15TH AVE S,MP2022136698,3,6/19/2022 12:00:00 AM,2336,6/19/2022 12:00:00 AM,6/19/2022 11:36:00 PM,1730,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.25375,44.95101,-10380960.1384397,5613811.98749392,Midtown Phillips,6/22/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12813,-10380960.1384,5613811.9875
0025XX EMERSON AVE S,MP2022136708,5,6/19/2022 12:00:00 AM,2207,6/19/2022 12:00:00 AM,6/19/2022 10:07:00 PM,1616,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.2944,44.95644,-10385485.6493899,5614665.74420454,Lowry Hill East,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12815,-10385485.6494,5614665.7442
0043XX FRANCE AVE S,MP2022136735,5,6/19/2022 12:00:00 AM,2355,6/19/2022 12:00:00 AM,6/19/2022 11:55:00 PM,2232,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.32909,44.92432,-10389346.6154223,5609614.68199535,Linden Hills,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12816,-10389346.6154,5609614.682
0013XX YALE PL,MP202213682,1,1/20/2022 12:00:00 AM,1923,1/20/2022 12:00:00 AM,1/20/2022 7:23:00 PM,1923,AUTOTH,AUTOMOBILE THEFT,08 ,1/21/2022 12:00:00 AM,,-93.28082,44.9721,-10383973.7506178,5617129.52604163,Loring Park,1/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12818,-10383973.7506,5617129.526
0024XX LYNDALE AVE S,MP2022136834,5,6/20/2022 12:00:00 AM,333,6/19/2022 12:00:00 AM,6/20/2022 3:33:00 AM,2330,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.28803,44.95823,-10384775.8908003,5614948.1531695,Lowry Hill East,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12819,-10384775.8908,5614948.1532
0003XX 1ST ST S,MP2022136865,1,6/20/2022 12:00:00 AM,152,6/20/2022 12:00:00 AM,6/20/2022 1:52:00 AM,152,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.26115,44.98138,-10381783.6817614,5618590.36226546,Downtown West,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12821,-10381783.6818,5618590.3623
0015XX LAGOON AVE,MP2022136874,5,6/20/2022 12:00:00 AM,337,6/20/2022 12:00:00 AM,6/20/2022 3:37:00 AM,216,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.30146,44.94926,-10386270.986461,5613537.23367353,Lowry Hill East,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12823,-10386270.9865,5613537.2337
0007XX 5TH AVE S,MP2022136895,1,6/20/2022 12:00:00 AM,318,6/20/2022 12:00:00 AM,6/20/2022 3:18:00 AM,100,AUTOTH,AUTOMOBILE THEFT,08 ,6/20/2022 12:00:00 AM,,-93.26584,44.97352,-10382305.7759757,5617353.73316137,Elliot Park,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12824,-10382305.776,5617353.7332
0058XX PARK AVE,MP2022136992,3,6/20/2022 12:00:00 AM,949,6/19/2022 12:00:00 AM,6/20/2022 9:49:00 AM,2100,TFMV,THEFT FROM MOTR VEHC,07 ,6/21/2022 12:00:00 AM,,-93.26532,44.89732,-10382248.1177225,5605370.75611605,Diamond Lake,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12827,-10382248.1177,5605370.7561
0020XX PILLSBURY AVE,MP2022136993,5,6/20/2022 12:00:00 AM,805,6/19/2022 12:00:00 AM,6/20/2022 8:05:00 AM,1900,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.28125,44.9618,-10384021.7901787,5615509.47219568,Whittier,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12828,-10384021.7902,5615509.4722
0057XX 22ND AVE S,MP2022137006,3,6/20/2022 12:00:00 AM,1030,6/20/2022 12:00:00 AM,6/20/2022 10:30:00 AM,825,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.24123,44.8989,-10379566.3711803,5605620.0814116,Wenonah,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12830,-10379566.3712,5605620.0814
0003XX 1ST AVE NE,MP2022137017,2,6/20/2022 12:00:00 AM,838,6/19/2022 12:00:00 AM,6/20/2022 8:38:00 AM,1400,TFMV,THEFT FROM MOTR VEHC,07 ,6/21/2022 12:00:00 AM,,-93.25636,44.98925,-10381250.8517207,5619829.95969173,Nicollet Island - East Bank,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12831,-10381250.8517,5619829.9597
0040XX 15TH AVE S,MP2022137058,3,6/20/2022 12:00:00 AM,1021,6/20/2022 12:00:00 AM,6/20/2022 10:21:00 AM,1021,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.25365,44.92962,-10380949.2469564,5610448.78058789,Bancroft,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12835,-10380949.247,5610448.7806
0002XX 62ND ST W,MP2022137062,5,6/20/2022 12:00:00 AM,1118,6/20/2022 12:00:00 AM,6/20/2022 11:18:00 AM,400,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.28193,44.89063,-10384096.4565763,5604319.39288351,Windom,6/22/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12836,-10384096.4566,5604319.3929
0050XX GARFIELD AVE,MP2022137083,5,6/20/2022 12:00:00 AM,1331,6/20/2022 12:00:00 AM,6/20/2022 1:31:00 PM,324,TFMV,THEFT FROM MOTR VEHC,07 ,6/21/2022 12:00:00 AM,,-93.28699,44.91123,-10384660.5235133,5607556.95129794,Tangletown,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12840,-10384660.5235,5607556.9513
0015XX 31ST ST W,MP2022137134,5,6/20/2022 12:00:00 AM,1214,6/19/2022 12:00:00 AM,6/20/2022 12:14:00 PM,1200,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.30149,44.94659,-10386274.0391282,5613117.26239122,East Bde Maka Ska,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12844,-10386274.0391,5613117.2624
0040XX DREW AVE S,MP2022137142,5,6/20/2022 12:00:00 AM,1222,6/19/2022 12:00:00 AM,6/20/2022 12:22:00 PM,2150,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.32651,44.92964,-10389059.2475684,5610451.46098382,Linden Hills,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12845,-10389059.2476,5610451.461
0019XX QUEEN AVE S,MP2022137145,5,6/20/2022 12:00:00 AM,1317,6/19/2022 12:00:00 AM,6/20/2022 1:17:00 PM,2200,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.30967,44.96244,-10387185.064293,5615610.39957855,Kenwood,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12846,-10387185.0643,5615610.3996
0024XX GIRARD AVE S,MP2022137264,5,6/20/2022 12:00:00 AM,1436,6/20/2022 12:00:00 AM,6/20/2022 2:36:00 PM,1430,TFMV,THEFT FROM MOTR VEHC,07 ,6/20/2022 12:00:00 AM,,-93.29693,44.95823,-10385766.7645157,5614948.77918454,Lowry Hill,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12851,-10385766.7645,5614948.7792
0008XX 10TH ST S,MP2022137278,1,6/20/2022 12:00:00 AM,1545,6/20/2022 12:00:00 AM,6/20/2022 3:45:00 PM,1400,TFMV,THEFT FROM MOTR VEHC,07 ,6/22/2022 12:00:00 AM,,-93.26342,44.96921,-10382036.0202174,5616675.22604053,Elliot Park,6/22/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12852,-10382036.0202,5616675.226
0029XX 50TH ST W,MP2022137284,5,6/20/2022 12:00:00 AM,1831,6/20/2022 12:00:00 AM,6/20/2022 6:31:00 PM,1515,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.31695,44.91243,-10387995.6564409,5607746.02527647,Fulton,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12853,-10387995.6564,5607746.0253
0002XX 2ND ST SE,MP2022137289,2,6/20/2022 12:00:00 AM,1526,6/15/2022 12:00:00 AM,6/20/2022 3:26:00 PM,800,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.25353,44.98498,-10380935.7881904,5619156.49423414,Marcy Holmes,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12854,-10380935.7882,5619156.4942
0003XX LAKE ST E,MP2022137316,3,6/20/2022 12:00:00 AM,1720,6/18/2022 12:00:00 AM,6/20/2022 5:20:00 PM,2100,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.27095,44.94835,-10382874.6019829,5613394.30779071,Central,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12857,-10382874.602,5613394.3078
0051XX 36TH AVE S,MP2022137320,3,6/20/2022 12:00:00 AM,1611,6/19/2022 12:00:00 AM,6/20/2022 4:11:00 PM,1500,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.2203,44.9099,-10377236.7928531,5607348.40783232,Minnehaha,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12859,-10377236.7929,5607348.4078
0004XX 5TH AVE SE,MP2022137338,2,6/20/2022 12:00:00 AM,1711,6/20/2022 12:00:00 AM,6/20/2022 5:11:00 PM,1430,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.24788,44.98597,-10380306.5669038,5619312.42504852,Marcy Holmes,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12860,-10380306.5669,5619312.425
0024XX CLINTON AVE,MP2022137388,5,6/20/2022 12:00:00 AM,1843,6/19/2022 12:00:00 AM,6/20/2022 6:43:00 PM,2345,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.27149,44.95826,-10382934.7127205,5614953.21964727,Whittier,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12862,-10382934.7127,5614953.2196
0031XX 3RD AVE S,MP2022137396,3,6/20/2022 12:00:00 AM,1756,6/19/2022 12:00:00 AM,6/20/2022 5:56:00 PM,2230,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.27283,44.94581,-10383083.8208537,5612994.92407454,Central,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12863,-10383083.8209,5612994.9241
0026XX RUSSELL AVE N,MP2022137427,4,6/20/2022 12:00:00 AM,1832,6/20/2022 12:00:00 AM,6/20/2022 6:32:00 PM,1832,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.31077,45.00738,-10387307.6301771,5622683.39999643,Jordan,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12866,-10387307.6302,5622683.4
